<rne_pdf>
@   idx          name                   axis       1              2             3              4             5             6             7            8             9            10             11            12            13             14             15            16            17            18             19           20            21            22             23            24             25            26             27            28            29             30             31            32             33            34            35             36            37            38            39             40             41            42            43             44            45            46             47            48            49            50            51             52            53            54            55            56            57            58            59             60            61            62            63             64           65            66            67             68             69            70            71             72            73            74            75           76              77            78            79            80            81             82            83            84             85             86             87           88            89           90           91             92           93            94            95           96            97            98            99            100           
#   30           大盈江一级             y_axis     0.00208      0.00208      0.00417      0.00833      0.00833      0.00833      0.00833      0.00833      0.00833      0.00833      0.00833      0.00833      0.00833      0.00833      0.01875      0.03542      0.03750      0.03958      0.05625      0.07708      0.10417      0.14792      0.19375      0.26042      0.30417      0.33542      0.35833      0.37083      0.39167      0.41458      0.43333      0.43542      0.43958      0.45000      0.45625      0.46042      0.47083      0.47917      0.48333      0.48750      0.49583      0.50417      0.51667      0.53750      0.54375      0.54792      0.55625      0.55625      0.55833      0.56458      0.58125      0.60208      0.61667      0.63958      0.66875      0.68333      0.70000      0.71042      0.71875      0.72708      0.73750      0.74375      0.75000      0.76458      0.77917      0.80625      0.82917      0.85208      0.86042      0.87083      0.88125      0.89583      0.91042      0.91458      0.91875      0.92292      0.92292      0.92500      0.93333      0.94583      0.95417      0.96250      0.96458      0.96667      0.96667      0.96667      0.96667      0.96667      0.97292      0.97500      0.97917      0.98542      0.98542      0.98542      0.98542      0.98542      0.98542      0.98958      0.99167      1.00000      
#   31           大盈江二级             x_axis     0.15300      0.15511      0.15722      0.15933      0.16144      0.16356      0.16567      0.16778      0.16989      0.17200      0.17411      0.17622      0.17833      0.18044      0.18256      0.18467      0.18678      0.18889      0.19100      0.19311      0.19522      0.19733      0.19944      0.20156      0.20367      0.20578      0.20789      0.21000      0.21211      0.21422      0.21633      0.21844      0.22056      0.22267      0.22478      0.22689      0.22900      0.23111      0.23322      0.23533      0.23744      0.23956      0.24167      0.24378      0.24589      0.24800      0.25011      0.25222      0.25433      0.25644      0.25856      0.26067      0.26278      0.26489      0.26700      0.26911      0.27122      0.27333      0.27544      0.27756      0.27967      0.28178      0.28389      0.28600      0.28811      0.29022      0.29233      0.29444      0.29656      0.29867      0.30078      0.30289      0.30500      0.30711      0.30922      0.31133      0.31344      0.31556      0.31767      0.31978      0.32189      0.32400      0.32611      0.32822      0.33033      0.33244      0.33456      0.33667      0.33878      0.34089      0.34300      0.34511      0.34722      0.34933      0.35144      0.35356      0.35567      0.35778      0.35989      0.36200      
#   31           大盈江二级             y_axis     0.00208      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00625      0.00833      0.00833      0.00833      0.00833      0.01042      0.01042      0.01042      0.01250      0.01250      0.01250      0.01250      0.01667      0.02292      0.02708      0.02917      0.02917      0.02917      0.03125      0.04167      0.04167      0.04583      0.05208      0.05417      0.05625      0.06250      0.06458      0.06875      0.07083      0.07708      0.08750      0.10000      0.13125      0.15208      0.17292      0.18750      0.20000      0.22292      0.25208      0.28750      0.29792      0.33125      0.35625      0.36667      0.37292      0.38542      0.39792      0.41042      0.42292      0.42917      0.43750      0.44375      0.44792      0.45208      0.45833      0.46667      0.48125      0.48750      0.49792      0.53750      0.58958      0.65000      0.72917      0.80417      0.86667      0.93542      0.97500      1.00000      
#   32           洪石岩电厂             x_axis     0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      
#   32           洪石岩电厂             y_axis     0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      
#   33           南沙电厂               x_axis     0.00000      0.01036      0.02073      0.03109      0.04145      0.05182      0.06218      0.07255      0.08291      0.09327      0.10364      0.11400      0.12436      0.13473      0.14509      0.15545      0.16582      0.17618      0.18655      0.19691      0.20727      0.21764      0.22800      0.23836      0.24873      0.25909      0.26945      0.27982      0.29018      0.30055      0.31091      0.32127      0.33164      0.34200      0.35236      0.36273      0.37309      0.38345      0.39382      0.40418      0.41455      0.42491      0.43527      0.44564      0.45600      0.46636      0.47673      0.48709      0.49745      0.50782      0.51818      0.52855      0.53891      0.54927      0.55964      0.57000      0.58036      0.59073      0.60109      0.61145      0.62182      0.63218      0.64255      0.65291      0.66327      0.67364      0.68400      0.69436      0.70473      0.71509      0.72545      0.73582      0.74618      0.75655      0.76691      0.77727      0.78764      0.79800      0.80836      0.81873      0.82909      0.83945      0.84982      0.86018      0.87055      0.88091      0.89127      0.90164      0.91200      0.92236      0.93273      0.94309      0.95345      0.96382      0.97418      0.98455      0.99491      1.00527      1.01564      1.02600      
#   33           南沙电厂               y_axis     0.38125      0.38125      0.38125      0.38125      0.38125      0.38125      0.38125      0.38125      0.38125      0.38125      0.38125      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38333      0.38542      0.38542      0.38542      0.38542      0.38750      0.38750      0.38750      0.38750      0.38750      0.38750      0.38750      0.38750      0.38750      0.38750      0.38750      0.38750      0.38750      0.40000      0.56042      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.59792      0.60208      0.61250      0.68125      0.91875      0.99583      1.00000      
#   34           吉沙电厂               x_axis     0.45600      0.46168      0.46735      0.47303      0.47871      0.48438      0.49006      0.49574      0.50141      0.50709      0.51277      0.51844      0.52412      0.52980      0.53547      0.54115      0.54683      0.55251      0.55818      0.56386      0.56954      0.57521      0.58089      0.58657      0.59224      0.59792      0.60360      0.60927      0.61495      0.62063      0.62630      0.63198      0.63766      0.64333      0.64901      0.65469      0.66036      0.66604      0.67172      0.67739      0.68307      0.68875      0.69442      0.70010      0.70578      0.71145      0.71713      0.72281      0.72848      0.73416      0.73984      0.74552      0.75119      0.75687      0.76255      0.76822      0.77390      0.77958      0.78525      0.79093      0.79661      0.80228      0.80796      0.81364      0.81931      0.82499      0.83067      0.83634      0.84202      0.84770      0.85337      0.85905      0.86473      0.87040      0.87608      0.88176      0.88743      0.89311      0.89879      0.90446      0.91014      0.91582      0.92149      0.92717      0.93285      0.93853      0.94420      0.94988      0.95556      0.96123      0.96691      0.97259      0.97826      0.98394      0.98962      0.99529      1.00097      1.00665      1.01232      1.01800      
#   34           吉沙电厂               y_axis     0.00208      0.00208      0.00208      0.00208      0.00208      0.00417      0.02083      0.04375      0.04792      0.04792      0.04792      0.04792      0.04792      0.04792      0.04792      0.04792      0.04792      0.05000      0.05000      0.05000      0.05000      0.05000      0.05000      0.05000      0.05000      0.05417      0.05833      0.06042      0.06042      0.06250      0.06250      0.06250      0.06250      0.06250      0.06250      0.06250      0.06458      0.06458      0.06458      0.06667      0.06667      0.06875      0.08125      0.11250      0.11458      0.12292      0.12292      0.12292      0.12292      0.12292      0.12292      0.12292      0.12292      0.12292      0.12292      0.12292      0.12292      0.12292      0.12292      0.12500      0.12500      0.12500      0.12500      0.12708      0.12708      0.12708      0.12708      0.12708      0.12708      0.12708      0.12708      0.12708      0.12917      0.13125      0.13333      0.14792      0.17500      0.18958      0.25000      0.29792      0.30000      0.30208      0.30208      0.30208      0.30208      0.30208      0.30208      0.30208      0.30208      0.30208      0.30208      0.30625      0.31458      0.42500      0.68542      0.76458      0.82917      0.92500      0.99167      1.00000      
#   35           泗南江电厂             x_axis     -0.02100     -0.00015     0.02070      0.04155      0.06239      0.08324      0.10409      0.12494      0.14579      0.16664      0.18748      0.20833      0.22918      0.25003      0.27088      0.29173      0.31258      0.33342      0.35427      0.37512      0.39597      0.41682      0.43767      0.45852      0.47936      0.50021      0.52106      0.54191      0.56276      0.58361      0.60445      0.62530      0.64615      0.66700      0.68785      0.70870      0.72955      0.75039      0.77124      0.79209      0.81294      0.83379      0.85464      0.87548      0.89633      0.91718      0.93803      0.95888      0.97973      1.00058      1.02142      1.04227      1.06312      1.08397      1.10482      1.12567      1.14652      1.16736      1.18821      1.20906      1.22991      1.25076      1.27161      1.29245      1.31330      1.33415      1.35500      1.37585      1.39670      1.41755      1.43839      1.45924      1.48009      1.50094      1.52179      1.54264      1.56348      1.58433      1.60518      1.62603      1.64688      1.66773      1.68858      1.70942      1.73027      1.75112      1.77197      1.79282      1.81367      1.83452      1.85536      1.87621      1.89706      1.91791      1.93876      1.95961      1.98045      2.00130      2.02215      2.04300      
#   35           泗南江电厂             y_axis     0.03542      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09167      0.09583      0.13542      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15417      0.15625      0.15625      0.15625      0.15625      0.15833      0.15833      0.15833      0.15833      0.16042      0.16875      0.19375      0.25000      0.27083      0.27083      0.27083      0.27083      0.27083      0.27083      0.27083      0.27083      0.27500      0.27500      0.27500      0.27500      0.27500      0.27500      0.27500      0.27500      0.27500      0.27500      0.27500      0.27500      0.27500      0.27500      0.27708      0.27708      0.27708      0.27708      0.27708      0.27917      0.28542      0.29167      0.38125      0.96458      1.00000      
#   36           景洪电厂               x_axis     8.03600      8.08825      8.14051      8.19276      8.24501      8.29726      8.34952      8.40177      8.45402      8.50627      8.55853      8.61078      8.66303      8.71528      8.76754      8.81979      8.87204      8.92429      8.97655      9.02880      9.08105      9.13330      9.18556      9.23781      9.29006      9.34231      9.39457      9.44682      9.49907      9.55132      9.60358      9.65583      9.70808      9.76033      9.81259      9.86484      9.91709      9.96934      10.02160     10.07385     10.12610     10.17835     10.23061     10.28286     10.33511     10.38736     10.43962     10.49187     10.54412     10.59637     10.64863     10.70088     10.75313     10.80538     10.85764     10.90989     10.96214     11.01439     11.06665     11.11890     11.17115     11.22340     11.27566     11.32791     11.38016     11.43241     11.48467     11.53692     11.58917     11.64142     11.69368     11.74593     11.79818     11.85043     11.90269     11.95494     12.00719     12.05944     12.11170     12.16395     12.21620     12.26845     12.32071     12.37296     12.42521     12.47746     12.52972     12.58197     12.63422     12.68647     12.73873     12.79098     12.84323     12.89548     12.94774     12.99999     13.05224     13.10449     13.15675     13.20900     
#   36           景洪电厂               y_axis     0.00208      0.21667      0.56667      0.57708      0.57708      0.57708      0.57708      0.57708      0.57708      0.57708      0.57708      0.61667      0.64167      0.64167      0.64167      0.64167      0.64167      0.64167      0.64167      0.64583      0.64583      0.64792      0.64792      0.64792      0.64792      0.64792      0.64792      0.64792      0.64792      0.64792      0.65000      0.65208      0.65208      0.65208      0.65208      0.65208      0.65208      0.65208      0.65208      0.65208      0.65625      0.65625      0.65625      0.65625      0.65625      0.65625      0.65625      0.65625      0.65625      0.65833      0.66042      0.66042      0.66042      0.66042      0.66042      0.66042      0.66042      0.66042      0.66667      0.76250      0.80000      0.80000      0.80000      0.80000      0.80000      0.80000      0.80000      0.80000      0.81250      0.85417      0.85833      0.85833      0.85833      0.85833      0.85833      0.85833      0.85833      0.86042      0.92917      0.97083      0.97292      0.97708      0.97917      0.97917      0.97917      0.97917      0.97917      0.97917      0.98333      0.98333      0.98333      0.98750      0.98750      0.98750      0.98750      0.98750      0.98750      0.98750      0.98958      1.00000      
#   37           赛珠电厂               x_axis     0.00000      0.00677      0.01354      0.02030      0.02707      0.03384      0.04061      0.04737      0.05414      0.06091      0.06768      0.07444      0.08121      0.08798      0.09475      0.10152      0.10828      0.11505      0.12182      0.12859      0.13535      0.14212      0.14889      0.15566      0.16242      0.16919      0.17596      0.18273      0.18949      0.19626      0.20303      0.20980      0.21657      0.22333      0.23010      0.23687      0.24364      0.25040      0.25717      0.26394      0.27071      0.27747      0.28424      0.29101      0.29778      0.30455      0.31131      0.31808      0.32485      0.33162      0.33838      0.34515      0.35192      0.35869      0.36545      0.37222      0.37899      0.38576      0.39253      0.39929      0.40606      0.41283      0.41960      0.42636      0.43313      0.43990      0.44667      0.45343      0.46020      0.46697      0.47374      0.48051      0.48727      0.49404      0.50081      0.50758      0.51434      0.52111      0.52788      0.53465      0.54141      0.54818      0.55495      0.56172      0.56848      0.57525      0.58202      0.58879      0.59556      0.60232      0.60909      0.61586      0.62263      0.62939      0.63616      0.64293      0.64970      0.65646      0.66323      0.67000      
#   37           赛珠电厂               y_axis     0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34583      0.34792      0.95833      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96250      0.96458      1.00000      
#   38           沙坝电厂               x_axis     0.08500      0.08531      0.08563      0.08594      0.08625      0.08657      0.08688      0.08719      0.08751      0.08782      0.08813      0.08844      0.08876      0.08907      0.08938      0.08970      0.09001      0.09032      0.09064      0.09095      0.09126      0.09158      0.09189      0.09220      0.09252      0.09283      0.09314      0.09345      0.09377      0.09408      0.09439      0.09471      0.09502      0.09533      0.09565      0.09596      0.09627      0.09659      0.09690      0.09721      0.09753      0.09784      0.09815      0.09846      0.09878      0.09909      0.09940      0.09972      0.10003      0.10034      0.10066      0.10097      0.10128      0.10160      0.10191      0.10222      0.10254      0.10285      0.10316      0.10347      0.10379      0.10410      0.10441      0.10473      0.10504      0.10535      0.10567      0.10598      0.10629      0.10661      0.10692      0.10723      0.10755      0.10786      0.10817      0.10848      0.10880      0.10911      0.10942      0.10974      0.11005      0.11036      0.11068      0.11099      0.11130      0.11162      0.11193      0.11224      0.11256      0.11287      0.11318      0.11349      0.11381      0.11412      0.11443      0.11475      0.11506      0.11537      0.11569      0.11600      
#   38           沙坝电厂               y_axis     0.00417      0.00417      0.00417      0.00417      0.03333      0.03333      0.03333      0.07708      0.07708      0.07708      0.28958      0.28958      0.28958      0.46042      0.46042      0.46042      0.57917      0.57917      0.57917      0.57917      0.70208      0.70208      0.70208      0.81875      0.81875      0.81875      0.86667      0.86667      0.86667      0.87292      0.87292      0.87292      0.87292      0.87292      0.87292      0.87292      0.87292      0.87292      0.87292      0.89167      0.89167      0.89167      0.89792      0.89792      0.89792      0.92500      0.92500      0.92500      0.93542      0.93542      0.93542      0.93542      0.93750      0.93750      0.93750      0.96667      0.96667      0.96667      0.97500      0.97500      0.97500      0.97500      0.97500      0.97500      0.98542      0.98542      0.98542      0.98542      0.99167      0.99167      0.99167      0.99167      0.99167      0.99167      0.99167      0.99167      0.99167      0.99167      0.99167      0.99167      0.99375      0.99375      0.99375      0.99375      0.99375      0.99375      0.99375      0.99583      0.99583      0.99583      0.99792      0.99792      0.99792      0.99792      0.99792      0.99792      0.99792      0.99792      0.99792      1.00000      
#   39           白水江电厂             x_axis     0.06400      0.06705      0.07010      0.07315      0.07620      0.07925      0.08230      0.08535      0.08840      0.09145      0.09451      0.09756      0.10061      0.10366      0.10671      0.10976      0.11281      0.11586      0.11891      0.12196      0.12501      0.12806      0.13111      0.13416      0.13721      0.14026      0.14331      0.14636      0.14941      0.15246      0.15552      0.15857      0.16162      0.16467      0.16772      0.17077      0.17382      0.17687      0.17992      0.18297      0.18602      0.18907      0.19212      0.19517      0.19822      0.20127      0.20432      0.20737      0.21042      0.21347      0.21653      0.21958      0.22263      0.22568      0.22873      0.23178      0.23483      0.23788      0.24093      0.24398      0.24703      0.25008      0.25313      0.25618      0.25923      0.26228      0.26533      0.26838      0.27143      0.27448      0.27754      0.28059      0.28364      0.28669      0.28974      0.29279      0.29584      0.29889      0.30194      0.30499      0.30804      0.31109      0.31414      0.31719      0.32024      0.32329      0.32634      0.32939      0.33244      0.33549      0.33855      0.34160      0.34465      0.34770      0.35075      0.35380      0.35685      0.35990      0.36295      0.36600      
#   39           白水江电厂             y_axis     0.00208      0.00208      0.00208      0.00208      0.00208      0.00417      0.00417      0.00417      0.00417      0.00417      0.00833      0.00833      0.01458      0.01458      0.01458      0.01458      0.01458      0.01458      0.02083      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02708      0.02917      0.02917      0.02917      0.02917      0.02917      0.02917      0.04792      0.09375      0.13958      0.18542      0.19583      0.21667      0.32500      0.50625      0.57500      0.61875      0.65625      0.67500      0.70417      0.73958      0.74792      0.78125      0.82917      0.88125      0.91875      0.92708      0.93333      0.93542      0.98125      0.98750      0.98750      1.00000      
#   40           弄另电厂               x_axis     0.00000      0.00916      0.01832      0.02748      0.03665      0.04581      0.05497      0.06413      0.07329      0.08245      0.09162      0.10078      0.10994      0.11910      0.12826      0.13742      0.14659      0.15575      0.16491      0.17407      0.18323      0.19239      0.20156      0.21072      0.21988      0.22904      0.23820      0.24736      0.25653      0.26569      0.27485      0.28401      0.29317      0.30233      0.31149      0.32066      0.32982      0.33898      0.34814      0.35730      0.36646      0.37563      0.38479      0.39395      0.40311      0.41227      0.42143      0.43060      0.43976      0.44892      0.45808      0.46724      0.47640      0.48557      0.49473      0.50389      0.51305      0.52221      0.53137      0.54054      0.54970      0.55886      0.56802      0.57718      0.58634      0.59551      0.60467      0.61383      0.62299      0.63215      0.64131      0.65047      0.65964      0.66880      0.67796      0.68712      0.69628      0.70544      0.71461      0.72377      0.73293      0.74209      0.75125      0.76041      0.76958      0.77874      0.78790      0.79706      0.80622      0.81538      0.82455      0.83371      0.84287      0.85203      0.86119      0.87035      0.87952      0.88868      0.89784      0.90700      
#   40           弄另电厂               y_axis     0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48333      0.48542      0.48542      0.48750      0.48750      0.49167      0.51667      0.60000      0.68958      0.76458      0.85625      0.87292      0.87292      0.87292      0.87292      0.87292      0.87292      0.87292      0.93542      1.00000      
#   41           糯租电厂               x_axis     0.00000      0.00532      0.01065      0.01597      0.02129      0.02662      0.03194      0.03726      0.04259      0.04791      0.05323      0.05856      0.06388      0.06920      0.07453      0.07985      0.08517      0.09049      0.09582      0.10114      0.10646      0.11179      0.11711      0.12243      0.12776      0.13308      0.13840      0.14373      0.14905      0.15437      0.15970      0.16502      0.17034      0.17567      0.18099      0.18631      0.19164      0.19696      0.20228      0.20761      0.21293      0.21825      0.22358      0.22890      0.23422      0.23955      0.24487      0.25019      0.25552      0.26084      0.26616      0.27148      0.27681      0.28213      0.28745      0.29278      0.29810      0.30342      0.30875      0.31407      0.31939      0.32472      0.33004      0.33536      0.34069      0.34601      0.35133      0.35666      0.36198      0.36730      0.37263      0.37795      0.38327      0.38860      0.39392      0.39924      0.40457      0.40989      0.41521      0.42054      0.42586      0.43118      0.43651      0.44183      0.44715      0.45247      0.45780      0.46312      0.46844      0.47377      0.47909      0.48441      0.48974      0.49506      0.50038      0.50571      0.51103      0.51635      0.52168      0.52700      
#   41           糯租电厂               y_axis     0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13333      0.13750      0.14792      0.15208      0.15208      0.15417      0.23542      0.36875      0.58958      0.82083      0.90833      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91042      0.91667      0.93542      0.93542      0.93542      0.93542      0.93542      0.93542      0.94375      0.95625      0.96667      0.97292      0.97292      0.99167      1.00000      
#   42           向阳电厂               x_axis     0.05500      0.05547      0.05595      0.05642      0.05690      0.05737      0.05785      0.05832      0.05880      0.05927      0.05975      0.06022      0.06070      0.06117      0.06165      0.06212      0.06260      0.06307      0.06355      0.06402      0.06449      0.06497      0.06544      0.06592      0.06639      0.06687      0.06734      0.06782      0.06829      0.06877      0.06924      0.06972      0.07019      0.07067      0.07114      0.07162      0.07209      0.07257      0.07304      0.07352      0.07399      0.07446      0.07494      0.07541      0.07589      0.07636      0.07684      0.07731      0.07779      0.07826      0.07874      0.07921      0.07969      0.08016      0.08064      0.08111      0.08159      0.08206      0.08254      0.08301      0.08348      0.08396      0.08443      0.08491      0.08538      0.08586      0.08633      0.08681      0.08728      0.08776      0.08823      0.08871      0.08918      0.08966      0.09013      0.09061      0.09108      0.09156      0.09203      0.09251      0.09298      0.09345      0.09393      0.09440      0.09488      0.09535      0.09583      0.09630      0.09678      0.09725      0.09773      0.09820      0.09868      0.09915      0.09963      0.10010      0.10058      0.10105      0.10153      0.10200      
#   42           向阳电厂               y_axis     0.00208      0.00208      0.00208      0.00417      0.00417      0.00625      0.00625      0.00833      0.00833      0.01042      0.01042      0.01667      0.01667      0.01667      0.01667      0.01875      0.01875      0.02292      0.02292      0.02292      0.02292      0.02292      0.03333      0.03333      0.07083      0.07083      0.09792      0.09792      0.19167      0.19167      0.22083      0.22083      0.24792      0.24792      0.25208      0.25208      0.25417      0.25417      0.26250      0.26250      0.26250      0.28125      0.28125      0.30208      0.30208      0.31875      0.31875      0.37083      0.37083      0.42500      0.42500      0.48333      0.48333      0.57083      0.57083      0.58750      0.58750      0.63125      0.63125      0.67083      0.67083      0.67083      0.70833      0.70833      0.73750      0.73750      0.74792      0.74792      0.76042      0.76042      0.76042      0.76042      0.76667      0.76667      0.77292      0.77292      0.77708      0.77708      0.77708      0.77708      0.77708      0.77917      0.77917      0.79167      0.79167      0.79375      0.79375      0.83125      0.83125      0.86875      0.86875      0.89583      0.89583      0.94792      0.94792      0.97083      0.97083      0.98542      0.98542      1.00000      
#   43           大风坝电厂             x_axis     -0.00800     -0.00415     -0.00030     0.00355      0.00739      0.01124      0.01509      0.01894      0.02279      0.02664      0.03048      0.03433      0.03818      0.04203      0.04588      0.04973      0.05358      0.05742      0.06127      0.06512      0.06897      0.07282      0.07667      0.08052      0.08436      0.08821      0.09206      0.09591      0.09976      0.10361      0.10745      0.11130      0.11515      0.11900      0.12285      0.12670      0.13055      0.13439      0.13824      0.14209      0.14594      0.14979      0.15364      0.15748      0.16133      0.16518      0.16903      0.17288      0.17673      0.18058      0.18442      0.18827      0.19212      0.19597      0.19982      0.20367      0.20752      0.21136      0.21521      0.21906      0.22291      0.22676      0.23061      0.23445      0.23830      0.24215      0.24600      0.24985      0.25370      0.25755      0.26139      0.26524      0.26909      0.27294      0.27679      0.28064      0.28448      0.28833      0.29218      0.29603      0.29988      0.30373      0.30758      0.31142      0.31527      0.31912      0.32297      0.32682      0.33067      0.33452      0.33836      0.34221      0.34606      0.34991      0.35376      0.35761      0.36145      0.36530      0.36915      0.37300      
